onetsoc,title,job_zone,job_zone_name,VA,AR,CM,SA,FP,CP,MC,MD,FD,n_descriptors_used,missing_flags,abilities_date
49-3011.00,Aircraft Mechanics and Service Technicians,3,Job Zone Three: Medium Preparation Needed,7.29,6.03,5.82,7.62,6.76,6.76,5.00,6.50,6.63,17,,08/2025
49-3021.00,Automotive Body and Related Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.73,4.84,4.93,7.26,5.76,5.76,4.88,5.76,5.69,17,,08/2019
49-3022.00,Automotive Glass Installers and Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.39,3.89,4.01,6.00,4.62,4.62,4.00,5.06,5.00,17,,07/2014
49-3023.00,Automotive Service Technicians and Mechanics,3,Job Zone Three: Medium Preparation Needed,5.91,4.57,4.66,7.00,6.63,6.63,5.37,6.57,6.50,17,,08/2022
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,3,Job Zone Three: Medium Preparation Needed,6.08,4.71,4.83,7.00,6.00,6.00,4.50,5.82,6.00,17,,08/2022
49-3041.00,Farm Equipment Mechanics and Service Technicians,3,Job Zone Three: Medium Preparation Needed,6.25,5.89,5.89,7.76,6.12,6.12,5.75,6.63,6.75,17,,08/2025
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",3,Job Zone Three: Medium Preparation Needed,6.15,5.79,5.79,7.50,6.63,6.63,5.88,6.94,6.76,17,,07/2017
49-3043.00,Rail Car Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.51,4.81,4.85,7.00,6.50,6.50,4.87,6.25,6.12,17,,08/2019
49-3051.00,Motorboat Mechanics and Service Technicians,3,Job Zone Three: Medium Preparation Needed,5.88,5.04,5.04,6.50,5.76,5.76,4.12,5.44,5.62,17,,07/2015
49-3052.00,Motorcycle Mechanics,3,Job Zone Three: Medium Preparation Needed,6.30,4.95,5.07,7.12,4.76,4.76,4.12,5.88,5.94,17,,08/2021
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.76,4.46,4.42,7.26,5.63,5.63,5.12,5.93,6.31,17,,08/2018
49-3091.00,Bicycle Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.26,4.91,5.08,7.63,5.00,5.00,4.62,6.00,6.13,17,,07/2016
49-3092.00,Recreational Vehicle Service Technicians,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.27,4.39,4.43,6.38,6.00,6.00,4.24,5.62,5.74,17,,08/2025
49-3093.00,Tire Repairers and Changers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.15,4.26,4.38,4.75,4.38,4.38,4.25,5.50,5.19,17,,07/2014
49-9011.00,Mechanical Door Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.01,5.21,5.09,6.62,5.37,5.37,4.12,5.63,5.31,17,,07/2015
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",3,Job Zone Three: Medium Preparation Needed,6.29,5.00,4.95,6.25,6.00,6.00,3.62,5.00,4.93,17,,07/2017
49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3,Job Zone Three: Medium Preparation Needed,6.26,5.74,5.77,7.00,6.00,6.00,4.88,5.88,6.13,17,,08/2022
49-9031.00,Home Appliance Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.26,4.80,5.00,7.00,5.76,5.76,4.12,5.63,5.81,17,,08/2018
49-9041.00,Industrial Machinery Mechanics,3,Job Zone Three: Medium Preparation Needed,6.03,5.27,5.09,7.25,5.88,5.88,5.88,6.69,6.82,17,,08/2021
49-9043.00,"Maintenance Workers, Machinery",3,Job Zone Three: Medium Preparation Needed,5.76,4.51,4.51,6.24,6.00,6.00,4.25,5.32,5.13,17,,08/2024
49-9044.00,Millwrights,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.18,6.49,6.57,7.76,6.24,6.24,4.87,6.50,6.38,17,,08/2024
49-9045.00,"Refractory Materials Repairers, Except Brickmasons",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.60,4.22,4.26,5.88,5.63,5.63,3.76,5.20,4.95,17,,06/2007
49-9051.00,Electrical Power-Line Installers and Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.05,4.45,4.57,6.24,5.75,5.75,4.00,5.50,5.69,17,,08/2021
49-9052.00,Telecommunications Line Installers and Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.33,4.48,4.60,6.12,6.00,6.00,3.88,5.13,4.94,17,,07/2015
49-9061.00,Camera and Photographic Equipment Repairers,3,Job Zone Three: Medium Preparation Needed,6.17,5.03,5.23,7.50,5.76,5.76,2.13,4.32,4.82,17,,07/2015
49-9062.00,Medical Equipment Repairers,3,Job Zone Three: Medium Preparation Needed,6.46,5.81,5.90,7.25,6.00,6.00,4.13,5.25,5.88,17,,08/2023
49-9063.00,Musical Instrument Repairers and Tuners,3,Job Zone Three: Medium Preparation Needed,5.99,4.22,4.30,7.37,5.76,5.76,4.63,6.26,6.57,17,,08/2025
49-9064.00,Watch and Clock Repairers,3,Job Zone Three: Medium Preparation Needed,5.67,4.40,4.44,6.50,5.13,5.13,3.88,5.25,6.44,17,,08/2018
49-9071.00,"Maintenance and Repair Workers, General",3,Job Zone Three: Medium Preparation Needed,6.36,5.18,5.18,7.13,6.00,6.00,4.00,5.63,5.32,17,,08/2021
49-9081.00,Wind Turbine Service Technicians,3,Job Zone Three: Medium Preparation Needed,6.61,5.40,5.40,6.87,6.24,6.24,4.37,5.56,5.81,17,,08/2021
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.70,4.27,4.48,6.37,5.50,5.50,3.88,5.31,5.38,17,,07/2017
49-9092.00,Commercial Divers,3,Job Zone Three: Medium Preparation Needed,6.80,4.93,5.05,6.50,7.00,7.00,4.00,5.50,5.63,17,,07/2015
49-9094.00,Locksmiths and Safe Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.10,5.29,5.24,7.50,5.62,5.62,5.12,5.87,6.31,17,,08/2025
49-9095.00,Manufactured Building and Mobile Home Installers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.38,5.89,6.02,8.00,6.13,6.13,6.76,7.13,7.07,17,,06/2007
49-9096.00,Riggers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.78,3.87,3.96,7.00,6.00,6.00,4.37,5.31,5.19,17,,08/2020
49-9097.00,Signal and Track Switch Repairers,3,Job Zone Three: Medium Preparation Needed,6.02,5.21,5.09,7.24,6.37,6.37,4.50,5.75,5.94,17,,08/2021
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.29,4.77,4.73,6.25,5.76,5.76,4.12,5.43,5.25,17,,08/2020
49-9099.01,Geothermal Technicians,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.47,6.33,6.29,7.00,7.50,7.50,4.12,5.12,5.12,17,,08/2020
51-1011.00,First-Line Supervisors of Production and Operating Workers,3,Job Zone Three: Medium Preparation Needed,7.42,6.03,5.99,6.24,6.12,6.12,4.00,4.94,4.94,17,,08/2020
51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",2,Job Zone 1-2: Very Little to Some Preparation Needed,6.23,5.41,5.58,7.26,6.00,6.00,4.24,5.44,5.81,17,,07/2015
51-2021.00,"Coil Winders, Tapers, and Finishers",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.62,4.49,4.61,4.63,5.63,5.63,2.87,4.69,4.62,17,,07/2017
51-2022.00,Electrical and Electronic Equipment Assemblers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.86,4.01,4.09,6.87,5.76,5.76,4.12,5.38,5.81,17,,07/2013
51-2023.00,Electromechanical Equipment Assemblers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.69,4.38,4.30,6.62,5.76,5.76,3.38,5.07,5.38,17,,07/2017
51-2031.00,Engine and Other Machine Assemblers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.57,4.61,4.61,7.13,6.00,6.00,4.00,5.44,5.38,17,,07/2014
51-2041.00,Structural Metal Fabricators and Fitters,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.42,4.88,4.83,6.87,4.63,4.63,3.50,4.81,4.75,17,,08/2024
51-2051.00,Fiberglass Laminators and Fabricators,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.83,4.77,4.81,6.63,6.00,6.00,4.38,5.44,5.19,17,,08/2020
51-2061.00,Timing Device Assemblers and Adjusters,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.28,4.70,4.53,6.50,4.75,4.75,4.13,5.38,6.44,17,,06/2008
51-2092.00,Team Assemblers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.13,4.31,4.35,6.00,5.50,5.50,3.75,5.31,5.13,17,,08/2020
51-3011.00,Bakers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.70,4.74,4.86,5.88,6.00,6.00,3.75,4.82,4.88,17,,07/2015
51-3021.00,Butchers and Meat Cutters,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.54,4.57,4.65,5.63,5.13,5.13,5.00,5.88,5.56,17,,07/2016
51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.32,5.15,5.36,5.25,4.62,4.62,4.75,5.31,5.32,17,,07/2017
51-3023.00,Slaughterers and Meat Packers,2,Job Zone 1-2: Very Little to Some Preparation Needed,4.35,3.50,3.58,3.87,4.25,4.25,4.76,5.51,5.57,17,,07/2017
51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.93,2.86,3.11,5.88,6.24,6.24,4.00,5.00,5.00,17,,07/2017
51-3092.00,Food Batchmakers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.12,5.22,5.26,4.63,6.12,6.12,3.88,4.88,4.44,17,,08/2021
51-3093.00,Food Cooking Machine Operators and Tenders,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.70,3.96,4.12,4.50,5.50,5.50,3.88,4.69,4.57,17,,08/2021
51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.48,5.15,5.31,6.12,6.00,6.00,5.00,5.81,5.63,17,,07/2015
51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.94,5.18,5.22,6.12,6.12,6.12,4.50,5.31,5.31,17,,07/2016
51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,6.10,4.87,4.79,6.00,6.63,6.63,5.76,6.19,6.07,17,,08/2018
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.47,4.21,4.21,6.00,6.00,6.00,4.00,5.13,5.00,17,,08/2025
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,6.10,6.41,6.49,6.50,6.25,6.25,4.00,5.19,5.44,17,,08/2022
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.44,5.40,5.45,6.50,6.37,6.37,5.62,6.25,5.87,17,,07/2016
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.56,5.28,5.24,6.12,6.00,6.00,4.12,5.18,5.19,17,,08/2024
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.68,5.89,5.80,6.24,5.76,5.76,4.63,5.75,5.44,17,,08/2023
51-4041.00,Machinists,3,Job Zone Three: Medium Preparation Needed,5.70,6.13,6.09,7.00,6.00,6.00,5.37,6.06,6.31,17,,08/2020
51-4051.00,Metal-Refining Furnace Operators and Tenders,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.64,5.16,5.28,5.88,6.24,6.24,4.62,5.81,5.31,17,,08/2018
51-4052.00,"Pourers and Casters, Metal",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.10,3.64,3.72,5.37,6.24,6.24,4.00,5.25,4.94,17,,08/2024
51-4061.00,"Model Makers, Metal and Plastic",3,Job Zone Three: Medium Preparation Needed,5.75,6.24,6.07,7.63,5.75,5.75,5.50,6.25,6.31,17,,08/2025
51-4062.00,"Patternmakers, Metal and Plastic",3,Job Zone Three: Medium Preparation Needed,5.65,5.45,5.49,6.63,5.76,5.76,4.12,5.25,5.18,17,,07/2017
51-4071.00,Foundry Mold and Coremakers,2,Job Zone 1-2: Very Little to Some Preparation Needed,4.76,4.23,4.44,6.00,4.87,4.87,3.38,5.31,4.88,17,,08/2023
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.67,4.89,4.89,6.00,6.37,6.37,4.88,5.75,5.56,17,,07/2016
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,6.09,5.32,5.28,7.26,6.00,6.00,4.24,5.69,5.24,17,,08/2021
51-4111.00,Tool and Die Makers,3,Job Zone Three: Medium Preparation Needed,6.03,6.19,5.86,7.63,5.76,5.76,4.24,5.37,5.50,17,,08/2021
51-4121.00,"Welders, Cutters, Solderers, and Brazers",2,Job Zone 1-2: Very Little to Some Preparation Needed,4.66,4.42,4.30,6.26,5.37,5.37,3.62,4.81,5.00,17,,08/2022
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.55,4.08,4.08,6.50,6.00,6.00,3.88,5.13,4.94,17,,08/2024
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.74,5.64,5.63,6.24,6.63,6.63,4.50,5.56,5.38,17,,07/2016
51-4192.00,"Layout Workers, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.97,6.83,6.83,7.63,6.24,6.24,4.00,5.31,5.19,17,,08/2018
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,6.04,4.63,4.67,5.00,6.00,6.00,3.38,4.94,4.69,17,,07/2016
51-4194.00,"Tool Grinders, Filers, and Sharpeners",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.58,6.26,6.26,6.76,6.37,6.37,5.12,6.25,6.25,17,,07/2016
51-5111.00,Prepress Technicians and Workers,3,Job Zone Three: Medium Preparation Needed,6.23,4.94,4.78,6.50,5.88,5.88,3.75,4.63,4.69,17,,07/2016
51-5112.00,Printing Press Operators,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.94,4.34,4.34,6.24,6.00,6.00,4.37,5.37,5.50,17,,08/2020
51-5113.00,Print Binding and Finishing Workers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.00,4.60,4.72,6.63,6.00,6.00,4.12,5.31,5.44,17,,07/2015
51-6011.00,Laundry and Dry-Cleaning Workers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.08,3.33,3.33,4.38,4.50,4.50,2.50,4.06,4.19,17,,07/2015
51-6021.00,"Pressers, Textile, Garment, and Related Materials",2,Job Zone 1-2: Very Little to Some Preparation Needed,3.94,2.74,2.74,4.12,4.50,4.50,4.25,5.44,5.25,17,,07/2017
51-6031.00,Sewing Machine Operators,2,Job Zone 1-2: Very Little to Some Preparation Needed,4.69,3.87,3.87,6.00,5.50,5.50,4.62,5.75,5.56,17,,07/2017
51-6041.00,Shoe and Leather Workers and Repairers,2,Job Zone 1-2: Very Little to Some Preparation Needed,4.96,3.10,3.10,6.00,4.25,4.25,4.00,5.06,5.19,17,,08/2022
51-6042.00,Shoe Machine Operators and Tenders,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.11,3.89,3.93,5.76,6.00,6.00,4.37,5.25,5.37,17,,08/2024
51-6051.00,"Sewers, Hand",2,Job Zone 1-2: Very Little to Some Preparation Needed,4.39,3.99,4.07,6.37,5.12,5.12,4.88,6.44,6.56,17,,08/2024
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.92,4.25,4.34,7.26,4.74,4.74,4.00,5.19,5.88,17,,08/2020
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.27,4.58,4.58,6.00,6.24,6.24,4.62,5.50,5.37,17,,08/2023
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.16,4.60,4.64,6.50,6.00,6.00,4.37,5.31,5.31,17,,08/2019
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.37,3.20,3.20,6.00,5.76,5.76,4.37,5.37,5.75,17,,08/2023
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,4.95,4.53,4.57,5.88,6.12,6.12,6.00,6.38,6.57,17,,08/2019
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.93,4.77,4.72,6.00,6.12,6.12,5.00,5.75,5.75,17,,08/2019
51-6092.00,Fabric and Apparel Patternmakers,3,Job Zone Three: Medium Preparation Needed,6.68,6.90,6.86,8.25,6.37,6.37,4.63,5.32,5.63,17,,07/2016
51-6093.00,Upholsterers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.48,4.97,5.01,7.50,5.63,5.63,4.00,5.94,6.00,17,,07/2016
51-7011.00,Cabinetmakers and Bench Carpenters,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.49,6.18,6.14,7.38,5.88,5.88,5.00,6.32,6.38,17,,07/2015
51-7021.00,Furniture Finishers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.49,3.94,4.11,7.26,5.88,5.88,5.25,6.31,5.81,17,,07/2017
51-7031.00,"Model Makers, Wood",3,Job Zone Three: Medium Preparation Needed,6.01,5.58,5.58,7.26,5.88,5.88,4.62,5.69,6.06,17,,08/2024
51-7032.00,"Patternmakers, Wood",3,Job Zone Three: Medium Preparation Needed,5.72,6.61,6.57,7.13,6.00,6.00,5.24,6.62,6.12,17,,08/2021
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2,Job Zone 1-2: Very Little to Some Preparation Needed,4.70,3.93,3.97,6.00,5.76,5.76,4.12,5.25,5.25,17,,07/2013
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.17,4.85,5.02,6.87,6.12,6.12,5.24,6.00,5.81,17,,07/2015
51-8011.00,Nuclear Power Reactor Operators,3,Job Zone Three: Medium Preparation Needed,7.30,6.48,6.40,5.76,7.88,7.88,4.00,4.19,4.82,17,,07/2014
51-8012.00,Power Distributors and Dispatchers,3,Job Zone Three: Medium Preparation Needed,7.24,6.34,6.34,6.00,6.50,6.50,2.37,3.06,3.25,17,,08/2024
51-8013.00,Power Plant Operators,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.65,4.09,4.17,5.88,7.13,7.13,4.00,5.06,5.00,17,,08/2024
51-8013.03,Biomass Plant Technicians,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.11,5.38,5.50,6.12,7.00,7.00,5.00,5.56,5.44,17,,08/2020
51-8013.04,Hydroelectric Plant Technicians,3,Job Zone Three: Medium Preparation Needed,6.71,6.90,6.94,6.63,7.26,7.26,4.12,5.12,5.12,17,,08/2024
51-8021.00,Stationary Engineers and Boiler Operators,3,Job Zone Three: Medium Preparation Needed,6.35,5.03,5.03,5.76,7.00,7.00,4.12,5.18,5.18,17,,08/2023
51-8031.00,Water and Wastewater Treatment Plant and System Operators,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.64,6.28,6.37,5.88,6.00,6.00,4.00,5.00,4.88,17,,08/2025
51-8091.00,Chemical Plant and System Operators,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.74,5.52,5.65,5.63,7.12,7.12,5.00,5.56,5.56,17,,07/2015
51-8092.00,Gas Plant Operators,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.51,5.87,5.99,6.12,7.76,7.76,4.37,5.13,5.19,17,,08/2023
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2,Job Zone 1-2: Very Little to Some Preparation Needed,6.44,5.93,5.84,6.00,7.75,7.75,5.00,5.50,5.44,17,,08/2023
51-8099.01,Biofuels Processing Technicians,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.82,5.76,5.80,6.12,7.13,7.13,4.63,5.63,5.57,17,,07/2016
51-9011.00,Chemical Equipment Operators and Tenders,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.88,5.98,5.98,6.12,7.38,7.38,3.88,5.07,4.94,17,,07/2015
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.95,5.20,5.24,6.00,7.13,7.13,4.62,5.31,5.31,17,,07/2015
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.93,5.09,5.17,6.12,6.24,6.24,4.74,5.74,5.49,17,,08/2024
51-9022.00,"Grinding and Polishing Workers, Hand",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.46,4.08,4.20,5.88,5.88,5.88,5.00,6.00,6.13,17,,08/2023
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.84,4.60,4.64,4.87,6.24,6.24,4.74,5.50,5.37,17,,08/2023
51-9031.00,"Cutters and Trimmers, Hand",2,Job Zone 1-2: Very Little to Some Preparation Needed,4.96,3.45,3.53,5.00,4.87,4.87,3.75,5.19,4.88,17,,08/2019
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.58,5.09,5.05,6.76,6.37,6.37,5.63,6.32,6.57,17,,07/2016
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.59,4.60,4.64,6.74,7.50,7.50,5.00,5.75,5.75,17,,07/2016
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,6.07,4.35,4.22,4.37,6.25,6.25,4.00,4.94,4.82,17,,07/2015
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",2,Job Zone 1-2: Very Little to Some Preparation Needed,6.54,5.55,5.38,6.00,6.63,6.63,3.62,4.81,4.87,17,,08/2020
51-9071.00,Jewelers and Precious Stone and Metal Workers,3,Job Zone Three: Medium Preparation Needed,5.88,4.77,4.93,6.37,4.88,4.88,3.87,4.88,5.62,17,,08/2025
51-9071.06,Gem and Diamond Workers,3,Job Zone Three: Medium Preparation Needed,6.02,5.74,5.78,6.38,5.50,5.50,4.12,5.31,6.06,17,,06/2008
51-9081.00,Dental Laboratory Technicians,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.18,4.18,4.22,7.37,6.00,6.00,4.37,5.37,6.19,17,,08/2022
51-9082.00,Medical Appliance Technicians,3,Job Zone Three: Medium Preparation Needed,6.91,5.81,5.81,7.50,5.50,5.50,4.88,5.82,6.06,17,,07/2015
51-9083.00,Ophthalmic Laboratory Technicians,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.73,5.17,5.26,6.24,5.88,5.88,5.88,6.38,6.63,17,,07/2015
51-9111.00,Packaging and Filling Machine Operators and Tenders,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.69,4.85,4.81,5.88,6.12,6.12,5.12,5.87,5.75,17,,07/2017
51-9123.00,"Painting, Coating, and Decorating Workers",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.17,3.21,3.21,4.37,4.12,4.12,3.13,4.63,4.57,17,,08/2019
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.09,3.44,3.48,6.24,6.24,6.24,4.50,5.62,5.44,17,,08/2022
51-9141.00,Semiconductor Processing Technicians,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.54,4.42,4.38,6.00,6.13,6.13,3.88,5.07,5.38,17,,12/2006
51-9151.00,Photographic Process Workers and Processing Machine Operators,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.25,4.39,4.43,6.12,6.12,6.12,3.75,4.81,4.82,17,,07/2017
51-9161.00,Computer Numerically Controlled Tool Operators,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.22,6.71,6.79,7.00,6.37,6.37,5.76,6.20,6.20,17,,08/2023
51-9162.00,Computer Numerically Controlled Tool Programmers,2,Job Zone 1-2: Very Little to Some Preparation Needed,6.55,7.40,7.03,7.00,6.75,6.75,4.00,4.82,5.00,17,,08/2025
51-9191.00,Adhesive Bonding Machine Operators and Tenders,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.83,5.05,5.05,6.24,6.37,6.37,5.13,5.88,5.82,17,,07/2015
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.05,3.52,3.52,4.76,6.12,6.12,3.88,4.88,4.88,17,,07/2017
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.99,5.11,5.28,5.87,6.75,6.75,4.87,5.56,5.56,17,,07/2017
51-9194.00,Etchers and Engravers,2,Job Zone 1-2: Very Little to Some Preparation Needed,5.78,4.43,4.47,6.24,5.63,5.63,3.88,5.26,5.38,17,,07/2017
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.56,3.93,4.09,6.00,5.63,5.63,4.50,5.38,5.50,17,,08/2024
51-9195.03,"Stone Cutters and Carvers, Manufacturing",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.39,4.89,4.93,6.50,5.13,5.13,4.24,5.74,5.68,17,,07/2015
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.73,5.34,5.39,7.50,6.50,6.50,5.37,6.31,6.25,17,,07/2015
51-9195.05,"Potters, Manufacturing",3,Job Zone Three: Medium Preparation Needed,5.72,4.56,4.52,7.37,5.50,5.50,5.63,6.70,6.63,17,,08/2020
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2,Job Zone 1-2: Very Little to Some Preparation Needed,5.40,4.58,4.70,5.63,5.63,5.63,4.12,5.12,5.12,17,,08/2018
51-9197.00,Tire Builders,2,Job Zone 1-2: Very Little to Some Preparation Needed,4.82,3.55,3.59,5.76,5.25,5.25,4.63,5.94,5.63,17,,08/2020
